price_cpu,cpuMark,cpuValue,threadMark,threadValue,TDP_cpu,powerPerf,cores,testDate_cpu,socket,category_cpu,gpuName,G3Dmark,G2Dmark,price_gpu,powerPerformance,testDate_gpu,category_gpu
700.0,11436,16.34,1385,1.98,65.0,825,14,2017,103,9,1551,1958.0,495.0,439.74660036166364,34.10363391141618,2015.0,4
395.0,11391,28.84,2539,6.43,45.0,1375,6,2020,79,5,549,1953.0,413.0,439.74660036166364,39.07,2010.0,2
213.0,11376,53.41,2422,11.37,35.0,1688,6,2020,99,0,2197,1951.0,577.0,439.74660036166364,34.10363391141618,2020.0,4
374.95,11373,30.33,1774,4.73,85.0,411,10,2016,103,9,1110,1949.0,351.0,254.0,19.49,2012.0,5
441.50094560244025,11357,35.35491103202847,2912,15.189008642602948,65.0,819,4,2021,201,0,108,1945.0,338.0,439.74660036166364,34.10363391141618,2013.0,5
2400.0,11344,4.73,1749,0.73,135.0,2722,10,2016,103,9,363,1945.0,256.0,439.74660036166364,34.10363391141618,2015.0,4
441.50094560244025,11332,35.35491103202847,2558,15.189008642602948,35.0,1687,4,2020,19,0,2196,1939.0,573.0,439.74660036166364,34.10363391141618,2020.0,4
441.50094560244025,11315,35.35491103202847,2564,15.189008642602948,65.0,814,4,2021,119,0,1793,1935.0,413.0,612.03,38.7,2017.0,2
326.97,11295,34.54,2407,7.36,140.0,2678,6,2016,103,0,574,1934.0,326.0,439.74660036166364,19.34,2012.0,2
441.50094560244025,11281,35.35491103202847,1272,15.189008642602948,62.37555732484076,2458,16,2021,201,11,2011,1929.0,285.0,439.74660036166364,25.72,2019.0,2
441.50094560244025,11270,35.35491103202847,2567,15.189008642602948,35.0,1685,4,2020,19,0,2037,1923.0,750.0,279.99,16.03,2020.0,0
960.0,11207,11.67,2487,2.59,45.0,1342,6,2019,79,5,1469,1919.0,518.0,439.74660036166364,34.10363391141618,2014.0,4
59.0,11205,189.91,1865,31.6,90.0,315,8,2014,152,9,560,1910.0,350.0,439.74660036166364,25.46,2011.0,2
383.5,11152,29.08,2249,5.87,135.0,2699,6,2016,103,9,573,1906.0,335.0,439.74660036166364,25.41,2012.0,2
482.01,11137,23.11,1821,3.78,85.0,392,8,2019,105,9,885,1904.0,700.0,439.74660036166364,34.10363391141618,2014.0,4
309.0,11119,35.98,3335,10.79,15.0,2590,2,2022,43,6,2177,1903.0,650.0,439.74660036166364,34.10363391141618,2020.0,4
326.54,11119,34.05,2853,8.74,80.0,454,6,2019,96,9,1585,1899.0,533.0,439.74660036166364,34.10363391141618,2012.0,4
431.0,11114,25.79,3017,7.0,15.0,2589,4,2021,80,6,639,1895.0,195.0,439.74660036166364,34.10363391141618,2018.0,4
441.50094560244025,11098,35.35491103202847,2454,15.189008642602948,15.0,2581,6,2020,119,5,1720,1892.0,446.0,439.74660036166364,34.10363391141618,2017.0,4
1364.0,11079,8.12,1433,1.05,75.0,539,12,2017,103,9,1034,1891.0,366.0,235.95,18.91,2011.0,5
309.0,11048,35.75,2832,9.17,35.0,1653,4,2021,80,5,641,1884.0,219.0,439.74660036166364,34.10363391141618,2019.0,4
426.0,11019,25.87,3084,7.24,28.0,1894,4,2021,80,5,1792,1881.0,395.0,439.74660036166364,37.61,2017.0,2
426.0,10948,25.7,2899,6.8,15.0,2569,4,2020,41,5,92,1867.0,562.0,599.99,13.53,2010.0,5
450.0,10946,24.32,2454,5.45,45.0,1330,6,2018,79,5,564,1858.0,432.0,439.74660036166364,29.03,2013.0,0
441.50094560244025,10930,35.35491103202847,2540,15.189008642602948,35.0,1647,4,2020,201,5,362,1852.0,716.0,439.74660036166364,34.10363391141618,2019.0,4
623.0,10904,17.5,2481,3.98,45.0,1327,6,2018,79,5,796,1850.0,316.0,439.74660036166364,34.10363391141618,2019.0,4
237.45,10902,45.91,1503,6.33,95.0,200,10,2016,137,9,2124,1847.0,509.0,439.74660036166364,34.10363391141618,2019.0,4
426.0,10897,25.58,3053,7.17,35.0,1645,4,2021,80,5,2008,1843.0,392.0,439.74660036166364,34.10363391141618,2016.0,2
98.0,10864,110.86,1743,17.79,55.0,996,10,2017,103,9,104,1839.0,867.0,439.74660036166364,34.10363391141618,2015.0,4
441.50094560244025,10845,35.35491103202847,2607,15.189008642602948,62.37555732484076,2458,8,2021,201,8,178,1838.0,596.0,439.74660036166364,34.10363391141618,2017.0,4
513.0,10844,21.14,2667,5.2,105.0,86,4,2020,104,9,1670,1835.0,466.0,439.74660036166364,34.10363391141618,2014.0,4
159.0,10838,68.16,2786,17.52,95.0,198,6,2019,96,0,987,1826.0,479.0,439.74660036166364,34.10363391141618,2017.0,4
3838.0,10838,2.82,1384,0.36,105.0,85,12,2018,103,9,106,1820.0,776.0,325.99,34.10363391141618,2012.0,5
441.50094560244025,10833,35.35491103202847,2540,15.189008642602948,65.0,735,4,2020,19,0,2194,1813.0,538.0,439.74660036166364,34.10363391141618,2020.0,4
323.0,10826,33.52,2309,7.15,35.0,1618,8,2019,96,1,886,1812.0,761.0,439.74660036166364,34.10363391141618,2016.0,4
583.0,10803,18.53,2489,4.27,45.0,1321,6,2018,79,5,2170,1810.0,676.0,439.74660036166364,34.10363391141618,2019.0,4
232.6,10793,46.4,2773,11.92,95.0,187,6,2018,96,0,554,1807.0,485.0,439.74660036166364,12.05,2012.0,0
441.50094560244025,10792,35.35491103202847,2548,15.189008642602948,65.0,731,4,2020,19,0,2165,1804.0,436.0,439.74660036166364,34.10363391141618,2020.0,4
320.29,10747,33.55,2652,8.28,80.0,420,6,2018,96,9,2082,1802.0,533.0,439.74660036166364,34.10363391141618,2021.0,4
323.0,10736,33.24,2445,7.57,35.0,1613,8,2019,96,0,1736,1800.0,679.0,439.74660036166364,34.10363391141618,2014.0,4
309.0,10732,34.73,2951,9.55,35.0,1611,4,2021,80,5,2058,1800.0,461.0,439.74660036166364,34.10363391141618,2021.0,4
259.99,10681,41.08,2272,8.74,140.0,2611,6,2016,152,0,2077,1800.0,548.0,439.74660036166364,34.10363391141618,2021.0,4
426.0,10595,24.87,2877,6.75,15.0,2545,4,2020,41,5,2184,1799.0,705.0,439.74660036166364,34.10363391141618,2021.0,4
309.0,10561,34.18,3014,9.75,28.0,1847,4,2021,80,5,52,1798.0,368.0,439.74660036166364,34.10363391141618,2018.0,4
778.7,10525,13.52,1486,1.91,105.0,52,10,2019,103,9,795,1795.0,764.0,439.74660036166364,34.10363391141618,2017.0,4
441.50094560244025,10476,35.35491103202847,1466,15.189008642602948,65.0,704,16,2021,86,9,2023,1793.0,399.0,439.74660036166364,34.10363391141618,2017.0,0
1029.95,10464,10.16,1872,1.82,75.0,458,8,2017,152,9,1715,1789.0,572.0,439.74660036166364,34.10363391141618,2013.0,4
312.0,10454,33.51,2691,8.62,15.0,2515,4,2021,80,8,2185,1784.0,587.0,439.74660036166364,34.10363391141618,2020.0,4
343.02,10431,30.41,2366,6.9,35.0,1556,6,2018,96,0,572,1775.0,321.0,439.74660036166364,23.67,2012.0,2
441.50094560244025,10413,35.35491103202847,2821,15.189008642602948,28.0,1842,4,2021,80,5,832,1775.0,335.0,439.74660036166364,34.10363391141618,2021.0,4
441.50094560244025,10401,35.35491103202847,1685,15.189008642602948,65.0,698,6,2017,19,0,800,1772.0,368.0,439.74660036166364,34.10363391141618,2018.0,4
74.99,10392,138.58,1771,23.62,85.0,288,8,2014,152,9,565,1769.0,346.0,109.98,27.63,2012.0,0
2499.95,10391,4.16,2071,0.83,135.0,2618,6,2015,152,9,1788,1755.0,398.0,439.74660036166364,50.15,2017.0,2
79.0,10382,131.41,1498,18.96,95.0,137,10,2014,139,9,2004,1753.0,445.0,439.74660036166364,34.10363391141618,2016.0,4
819.95,10373,12.65,2116,2.58,140.0,2583,6,2014,152,9,137,1752.0,631.0,414.99,23.36,2013.0,5
441.50094560244025,10372,35.35491103202847,1514,15.189008642602948,105.0,2901,12,2017,103,9,836,1744.0,495.0,439.74660036166364,34.10363391141618,2021.0,4
256.55,10369,40.42,2751,10.72,65.0,663,6,2019,96,0,798,1742.0,405.0,439.74660036166364,34.10363391141618,2019.0,4
192.0,10365,53.98,2342,12.2,35.0,1555,6,2020,99,0,1360,1735.0,382.0,258.99,9.91,2012.0,0
607.75,10348,17.03,1445,2.38,70.0,541,8,2018,105,9,2183,1734.0,668.0,439.74660036166364,34.10363391141618,2021.0,4
395.0,10333,26.16,2399,6.07,45.0,1221,6,2018,79,5,2064,1717.0,448.0,439.74660036166364,34.10363391141618,2019.0,4
182.0,10330,56.76,2676,14.7,65.0,657,6,2019,96,0,2071,1712.0,600.0,439.74660036166364,34.10363391141618,2021.0,4
426.0,10316,24.22,2827,6.64,62.37555732484076,2458,4,2021,85,5,1409,1710.0,345.0,439.74660036166364,34.10363391141618,2012.0,4
154.0,10308,66.94,2890,18.77,65.0,655,4,2022,99,0,107,1709.0,320.0,439.74660036166364,34.10363391141618,2013.0,4
319.95,10304,32.21,2063,6.45,140.0,2575,6,2014,152,0,2089,1699.0,535.0,439.74660036166364,34.10363391141618,2021.0,4
441.50094560244025,10279,35.35491103202847,2612,15.189008642602948,15.0,2492,4,2021,85,9,1588,1696.0,398.0,99.99,30.85,2012.0,0
3604.0,10274,2.85,1442,0.4,95.0,126,10,2013,139,9,2207,1696.0,526.0,439.74660036166364,34.10363391141618,2020.0,4
441.50094560244025,10258,35.35491103202847,1928,15.189008642602948,30.0,1758,8,2019,179,9,2055,1694.0,388.0,439.74660036166364,34.10363391141618,2019.0,4
530.0,10246,19.33,1613,3.04,85.0,275,8,2017,105,9,588,1691.0,240.0,439.74660036166364,30.75,2013.0,2
1798.95,10223,5.68,2073,1.15,130.0,2635,6,2013,139,9,1207,1670.0,169.0,439.74660036166364,34.10363391141618,2022.0,4
235.99,10195,43.2,2609,11.05,95.0,120,6,2017,96,0,1942,1669.0,534.0,439.74660036166364,34.10363391141618,2017.0,4
441.50094560244025,10170,35.35491103202847,1702,15.189008642602948,45.0,1208,8,2016,86,9,2131,1669.0,442.0,439.74660036166364,34.10363391141618,2019.0,4
441.50094560244025,10129,35.35491103202847,2364,15.189008642602948,15.0,2484,4,2020,119,5,806,1654.0,552.0,439.74660036166364,34.10363391141618,2016.0,4
644.99,10126,15.7,2460,3.81,15.0,2483,6,2019,84,5,1740,1652.0,686.0,439.74660036166364,34.10363391141618,2015.0,4
133.95,10115,75.51,2848,21.26,65.0,639,4,2020,99,0,1735,1638.0,629.0,439.74660036166364,34.10363391141618,2014.0,2
309.0,10100,32.68,2727,8.82,15.0,2482,4,2020,41,5,1107,1626.0,360.0,407.56,21.68,2012.0,5
426.0,10093,23.69,2484,5.83,28.0,1823,4,2020,76,5,1308,1626.0,528.0,439.74660036166364,34.10363391141618,2015.0,4
395.0,10085,25.53,2331,5.9,45.0,1203,6,2018,79,5,2182,1626.0,557.0,439.74660036166364,34.10363391141618,2021.0,4
182.0,10052,55.23,2168,11.91,35.0,1515,6,2020,99,0,1947,1624.0,440.0,439.74660036166364,34.10363391141618,2018.0,4
441.50094560244025,10046,35.35491103202847,2401,15.189008642602948,15.0,2470,4,2021,119,5,2212,1617.0,442.0,439.74660036166364,34.10363391141618,2018.0,4
998.95,10039,10.05,2599,2.6,120.0,2717,4,2017,104,9,1102,1614.0,396.0,339.99,31.64,2013.0,5
441.50094560244025,10028,35.35491103202847,1602,15.189008642602948,45.0,1199,8,2015,86,9,1170,1614.0,427.0,201.17,53.8,2017.0,5
70.0,9995,142.78,1675,23.93,95.0,101,8,2013,102,9,1404,1613.0,370.0,294.0,10.75,2011.0,0
195.0,9960,51.08,2145,11.0,35.0,1511,6,2022,99,6,495,1610.0,306.0,439.74660036166364,32.19,2013.0,2
441.50094560244025,9949,35.35491103202847,1483,15.189008642602948,75.0,402,10,2015,152,9,2252,1604.0,201.0,439.74660036166364,34.10363391141618,2015.0,4
441.50094560244025,9932,35.35491103202847,2511,15.189008642602948,28.0,1794,4,2021,80,5,98,1597.0,410.0,72.83,34.10363391141618,2012.0,5
1250.0,9906,7.92,2078,1.66,130.0,2609,6,2013,150,0,2066,1596.0,588.0,439.74660036166364,34.10363391141618,2021.0,4
294.99,9903,33.57,2871,9.73,71.0,456,4,2020,96,9,2129,1593.0,421.0,126.86,34.10363391141618,2018.0,1
225.99,9864,43.65,2805,12.41,112.0,2767,4,2017,104,0,99,1591.0,466.0,439.74660036166364,34.10363391141618,2015.0,4
275.67,9849,35.73,2582,9.36,65.0,605,6,2018,96,0,822,1582.0,267.0,439.74660036166364,34.10363391141618,2018.0,4
1530.37,9847,6.43,1292,0.84,75.0,393,12,2016,152,9,799,1575.0,380.0,439.74660036166364,34.10363391141618,2017.0,2
135.4,9832,72.61,1657,12.24,135.0,2564,8,2012,150,9,2000,1575.0,467.0,439.74660036166364,31.5,2014.0,2
413.0,9826,23.79,2807,6.8,71.0,446,4,2019,96,9,1101,1567.0,371.0,294.0,30.72,2013.0,5
255.36,9814,38.43,2010,7.87,140.0,2536,6,2014,152,0,2171,1565.0,220.0,439.74660036166364,34.10363391141618,2021.0,4
192.0,9796,51.02,1693,8.82,150.0,2443,8,2012,150,9,553,1557.0,363.0,99.99,13.42,2012.0,0
182.75,9767,53.45,1571,8.6,115.0,2734,8,2013,139,9,2122,1557.0,385.0,439.74660036166364,34.10363391141618,2019.0,4
309.0,9756,31.57,2549,8.25,15.0,2453,4,2021,25,5,2191,1556.0,644.0,439.74660036166364,34.10363391141618,2021.0,4
297.59,9698,32.59,2578,8.66,65.0,556,6,2019,96,0,153,1555.0,399.0,439.74660036166364,34.10363391141618,2015.0,3
159.99,9689,60.56,2834,17.71,65.0,555,4,2021,99,0,1471,1555.0,652.0,439.74660036166364,34.10363391141618,2014.0,4
441.50094560244025,9684,35.35491103202847,2342,15.189008642602948,35.0,1478,4,2020,201,0,831,1553.0,330.0,439.74660036166364,34.10363391141618,2021.0,4
334.0,9660,28.92,2758,8.26,83.0,208,4,2019,96,9,2061,1552.0,385.0,439.74660036166364,34.10363391141618,2018.0,4
349.44,9658,27.64,2730,7.81,95.0,65,4,2016,136,0,540,1550.0,117.0,119.99,7.6,2009.0,0
441.50094560244025,9643,35.35491103202847,2340,15.189008642602948,35.0,1476,4,2020,201,0,1634,1545.0,465.0,439.74660036166364,34.10363391141618,2018.0,4
441.50094560244025,9641,35.35491103202847,2788,15.189008642602948,15.0,2439,4,2022,119,5,2186,1543.0,539.0,439.74660036166364,34.10363391141618,2020.0,4
320.0,9626,30.08,2323,7.26,28.0,1761,4,2020,76,5,131,1541.0,535.0,184.0,30.82,2014.0,5
349.99,9596,27.42,2650,7.57,71.0,426,4,2018,96,9,127,1539.0,527.0,157.88,34.10363391141618,2015.0,4
190.0,9576,50.4,2485,13.08,65.0,536,6,2018,96,0,2188,1538.0,562.0,439.74660036166364,34.10363391141618,2020.0,4
129.99,9544,73.42,2471,19.01,65.0,534,6,2019,96,1,2042,1537.0,277.0,439.74660036166364,30.73,2020.0,1
441.50094560244025,9498,35.35491103202847,2328,15.189008642602948,65.0,525,4,2020,19,0,1351,1533.0,103.0,89.99,8.07,2012.0,0
139.99,9478,67.71,2479,17.71,65.0,523,6,2019,96,0,489,1529.0,344.0,236.99,23.88,2014.0,0
192.0,9429,49.11,2574,13.41,65.0,519,6,2019,79,5,138,1515.0,314.0,439.74660036166364,34.10363391141618,2021.0,4
1476.32,9428,6.39,2372,1.61,105.0,2793,4,2019,105,9,1175,1508.0,247.0,439.74660036166364,34.10363391141618,2018.0,4
441.50094560244025,9402,35.35491103202847,2158,15.189008642602948,65.0,516,4,2017,19,0,1597,1507.0,556.0,439.74660036166364,33.5,2012.0,2
441.50094560244025,9384,35.35491103202847,2319,15.189008642602948,65.0,515,4,2019,19,0,2074,1505.0,557.0,439.74660036166364,34.10363391141618,2021.0,4
4616.0,9377,2.03,1817,0.39,135.0,2500,6,2018,103,9,360,1503.0,171.0,439.74660036166364,34.10363391141618,2016.0,4
85.45,9361,109.55,1561,18.27,130.0,2559,8,2012,150,9,2193,1503.0,388.0,439.74660036166364,34.10363391141618,2018.0,4
174.85,9360,53.53,1963,11.23,130.0,2558,6,2013,150,0,1397,1492.0,483.0,439.74660036166364,34.10363391141618,2015.0,4
228.0,9331,40.93,2360,10.35,65.0,505,4,2019,19,0,1028,1489.0,366.0,978.99,10.49,2010.0,5
238.02,9323,39.17,2026,8.51,130.0,2553,6,2013,102,9,1548,1485.0,515.0,439.74660036166364,34.10363391141618,2014.0,4
301.17,9322,30.95,2679,8.89,71.0,393,4,2019,96,9,1971,1485.0,395.0,344.16,34.10363391141618,2014.0,0
498.95,9320,18.68,1786,3.58,130.0,2552,8,2015,102,9,2005,1482.0,446.0,439.74660036166364,29.63,2017.0,2
441.50094560244025,9307,35.35491103202847,2330,15.189008642602948,65.0,503,4,2019,19,0,638,1469.0,195.0,439.74660036166364,34.10363391141618,2017.0,4
138.99,9284,66.79,2677,19.26,65.0,502,4,2020,99,0,2123,1465.0,338.0,439.74660036166364,34.10363391141618,2017.0,4
544.91,9276,17.02,2692,4.94,79.0,219,4,2018,95,9,2073,1464.0,574.0,439.74660036166364,34.10363391141618,2021.0,4
489.95,9262,18.9,1558,3.18,85.0,135,8,2018,105,9,2204,1442.0,563.0,439.74660036166364,34.10363391141618,2020.0,4
441.50094560244025,9236,35.35491103202847,988,15.189008642602948,65.0,499,12,2017,86,9,2130,1438.0,349.0,439.74660036166364,34.10363391141618,2017.0,4
353.61,9229,26.1,2593,7.33,73.0,327,4,2017,95,9,1633,1436.0,512.0,439.74660036166364,34.10363391141618,2017.0,4
441.50094560244025,9223,35.35491103202847,835,15.189008642602948,65.0,497,16,2016,86,9,318,1430.0,233.0,439.74660036166364,34.10363391141618,2015.0,2
230.0,9222,40.1,2404,10.45,65.0,496,6,2017,96,0,1297,1430.0,273.0,439.74660036166364,34.10363391141618,2019.0,4
278.1,9216,33.14,1118,4.02,62.37555732484076,2458,12,2016,139,9,804,1429.0,563.0,439.74660036166364,34.10363391141618,2015.0,4
192.0,9212,47.98,2296,11.96,35.0,1429,6,2020,96,5,1468,1426.0,445.0,439.74660036166364,34.10363391141618,2012.0,4
592.18,9166,15.48,2561,4.32,72.0,335,4,2017,95,9,1941,1418.0,676.0,439.74660036166364,34.10363391141618,2016.0,2
253.99,9152,36.03,1610,6.34,85.0,122,8,2016,103,9,570,1414.0,271.0,78.99,28.29,2012.0,2
441.50094560244025,9142,35.35491103202847,2793,15.189008642602948,15.0,2384,4,2021,80,8,2079,1412.0,467.0,439.74660036166364,34.10363391141618,2022.0,4
78.99,9141,115.72,2675,33.86,62.37555732484076,2458,4,2021,99,0,1794,1409.0,427.0,439.74660036166364,28.18,2019.0,2
499.88,9139,18.28,1426,2.85,85.0,121,8,2016,152,9,2075,1408.0,632.0,439.74660036166364,34.10363391141618,2022.0,4
395.0,9112,23.07,2139,5.42,25.0,1825,6,2019,79,1,2069,1406.0,643.0,439.74660036166364,34.10363391141618,2021.0,4
285.0,9104,31.94,2269,7.96,50.0,893,4,2022,89,9,537,1401.0,106.0,431.72,6.4,2012.0,0
120.36,9083,75.47,2110,17.53,65.0,460,4,2017,19,0,1295,1398.0,264.0,439.74660036166364,34.10363391141618,2019.0,4
398.95,9083,22.77,1895,4.75,130.0,2509,6,2013,102,9,1349,1391.0,72.0,79.99,9.27,2012.0,0
555.0,9075,16.35,1647,2.97,45.0,1068,8,2019,86,9,1474,1380.0,463.0,439.74660036166364,34.10363391141618,2014.0,4
441.50094560244025,9067,35.35491103202847,2281,15.189008642602948,65.0,457,4,2020,19,0,1958,1376.0,541.0,439.74660036166364,34.10363391141618,2017.0,4
441.50094560244025,9061,35.35491103202847,1317,15.189008642602948,105.0,2751,12,2017,103,9,2006,1374.0,346.0,889.0,27.47,2015.0,2
441.50094560244025,8985,35.35491103202847,2324,15.189008642602948,35.0,1383,4,2020,19,0,1594,1373.0,566.0,439.74660036166364,34.32,2012.0,2
79.0,8978,113.64,1532,19.39,55.0,717,8,2016,152,9,100,1364.0,652.0,439.74660036166364,34.10363391141618,2012.0,4
230.0,8967,38.99,2520,10.96,95.0,2865,4,2015,142,0,1713,1361.0,568.0,439.74660036166364,34.10363391141618,2013.0,4
107.0,8928,83.44,2718,25.4,65.0,438,4,2021,99,0,1359,1351.0,328.0,189.99,12.51,2012.0,0
250.0,8916,35.66,2738,10.95,45.0,999,4,2020,79,5,1104,1348.0,281.0,415.99,24.51,2013.0,5
71.0,8902,125.37,1477,20.8,115.0,2626,8,2012,150,9,2179,1348.0,493.0,439.74660036166364,34.10363391141618,2020.0,4
441.50094560244025,8882,35.35491103202847,2510,15.189008642602948,62.37555732484076,2458,4,2014,201,11,1475,1347.0,497.0,439.74660036166364,34.10363391141618,2015.0,4
316.71,8862,27.98,2462,7.77,72.0,298,4,2017,95,9,793,1344.0,307.0,439.74660036166364,34.10363391141618,2016.0,4
79.99,8854,110.69,2604,32.56,65.0,432,4,2020,99,0,136,1341.0,307.0,439.74660036166364,34.10363391141618,2016.0,4
374.45,8853,23.64,2456,6.56,72.0,296,4,2017,95,9,149,1341.0,473.0,439.74660036166364,8.38,2014.0,5
112.99,8800,77.88,2637,23.34,65.0,427,4,2020,99,0,797,1333.0,343.0,439.74660036166364,34.10363391141618,2017.0,2
904.33,8771,9.7,2120,2.34,105.0,2716,4,2017,105,9,505,1321.0,303.0,79.99,12.47,2012.0,0
441.50094560244025,8759,35.35491103202847,2458,15.189008642602948,100.0,2763,4,2018,45,5,1719,1318.0,472.0,439.74660036166364,34.10363391141618,2017.0,4
617.0,8745,14.17,2580,4.18,28.0,1648,4,2018,84,5,105,1314.0,574.0,439.74660036166364,34.10363391141618,2011.0,5
297.57,8741,29.37,2569,8.63,71.0,299,4,2019,96,9,494,1313.0,239.0,439.74660036166364,26.27,2013.0,2
214.0,8729,40.79,2158,10.09,65.0,418,4,2018,19,0,1965,1310.0,442.0,439.74660036166364,34.10363391141618,2017.0,4
250.0,8692,34.77,2616,10.47,45.0,978,4,2020,79,1,2068,1310.0,486.0,439.74660036166364,34.10363391141618,2021.0,4
289.99,8686,29.95,2255,7.78,120.0,2563,4,2020,104,9,1350,1309.0,565.0,439.74660036166364,4.58,2012.0,0
441.50094560244025,8684,35.35491103202847,583,15.189008642602948,62.37555732484076,2458,32,2021,201,11,1029,1307.0,256.0,232.06,13.07,2011.0,5
426.0,8668,20.35,2401,5.64,15.0,2317,4,2019,64,5,1731,1306.0,751.0,439.74660036166364,34.10363391141618,2014.0,2
496.3,8659,17.45,2441,4.92,73.0,233,4,2017,95,9,2278,1306.0,444.0,439.74660036166364,34.10363391141618,2014.0,4
219.99,8638,39.27,2472,11.24,65.0,405,4,2016,142,0,353,1302.0,191.0,439.74660036166364,76.61,2016.0,2
78.19,8630,110.38,1476,18.87,130.0,2463,8,2012,150,9,2262,1300.0,873.0,439.74660036166364,34.10363391141618,2019.0,4
945.0,8611,9.11,1350,1.43,70.0,297,10,2017,102,9,2117,1296.0,503.0,439.74660036166364,34.10363391141618,2021.0,4
159.99,8596,53.73,1816,11.35,130.0,2459,6,2011,150,0,2128,1296.0,353.0,1799.99,34.10363391141618,2018.0,4
441.50094560244025,8541,35.35491103202847,3414,15.189008642602948,62.37555732484076,2458,6,2021,201,8,829,1293.0,305.0,439.74660036166364,34.10363391141618,2017.0,4
431.0,8523,19.78,2773,6.43,28.0,1608,4,2020,84,5,1916,1281.0,742.0,439.74660036166364,34.10363391141618,2016.0,4
427.11,8489,19.87,2229,5.22,120.0,2542,4,2017,104,9,1902,1280.0,273.0,439.74660036166364,34.10363391141618,2015.0,4
441.50094560244025,8488,35.35491103202847,2190,15.189008642602948,45.0,922,4,2018,118,6,1294,1273.0,272.0,439.74660036166364,34.10363391141618,2017.0,4
59.99,8472,141.22,1393,23.23,115.0,2577,8,2017,139,9,94,1272.0,542.0,1230.99,8.26,2009.0,5
441.50094560244025,8447,35.35491103202847,1754,15.189008642602948,85.0,2909,8,2021,152,9,123,1271.0,352.0,86.0,16.94,2011.0,5
195.0,8422,43.19,3089,15.84,65.0,355,4,2022,99,9,558,1266.0,243.0,439.74660036166364,16.88,2011.0,2
444.04,8421,18.97,2327,5.24,80.0,102,4,2015,95,9,1668,1261.0,537.0,439.74660036166364,34.10363391141618,2014.0,4
267.19,8417,31.5,1790,6.7,130.0,2435,6,2012,150,9,1473,1258.0,457.0,439.74660036166364,34.10363391141618,2017.0,4
250.0,8414,33.65,2481,9.93,45.0,913,4,2020,79,5,792,1257.0,327.0,439.74660036166364,34.10363391141618,2015.0,4
88.0,8411,95.58,1399,15.89,115.0,2571,8,2012,150,9,1092,1248.0,134.0,274.0,6.6,2009.0,5
556.0,8408,15.12,2402,4.32,65.0,354,4,2017,79,9,1300,1245.0,223.0,439.74660036166364,34.10363391141618,2020.0,4
595.44,8408,14.12,2352,3.95,72.0,212,4,2017,95,9,1021,1239.0,594.0,439.74660036166364,34.10363391141618,2011.0,4
213.0,8393,39.4,2175,10.21,35.0,1281,6,2019,96,0,1665,1239.0,459.0,439.74660036166364,34.10363391141618,2014.0,4
441.50094560244025,8388,35.35491103202847,2543,15.189008642602948,65.0,351,4,2018,45,5,1543,1238.0,524.0,439.74660036166364,34.10363391141618,2012.0,4
320.0,8388,26.21,2299,7.18,15.0,2285,4,2019,83,5,785,1237.0,351.0,439.74660036166364,34.10363391141618,2017.0,4
441.50094560244025,8378,35.35491103202847,2132,15.189008642602948,65.0,350,4,2018,19,0,1470,1237.0,528.0,439.74660036166364,34.10363391141618,2014.0,4
187.0,8373,44.78,1832,9.8,150.0,2280,6,2012,150,0,424,1236.0,164.0,439.74660036166364,34.10363391141618,2015.0,2
443.0,8353,18.86,2322,5.24,15.0,2284,6,2020,84,5,1874,1235.0,471.0,439.74660036166364,34.10363391141618,2017.0,4
395.0,8320,21.06,2343,5.93,80.0,93,4,2016,95,9,90,1232.0,339.0,204.0,16.65,2010.0,5
135.09,8320,61.59,1340,9.92,140.0,2340,16,2014,185,9,1879,1232.0,576.0,439.74660036166364,34.10363391141618,2016.0,4
912.0,8317,9.12,2279,2.5,80.0,92,4,2015,95,9,1402,1231.0,313.0,264.99,11.4,2011.0,0
441.50094560244025,8277,35.35491103202847,2104,15.189008642602948,35.0,1275,4,2019,118,5,1717,1222.0,541.0,439.74660036166364,34.10363391141618,2014.0,4
441.50094560244025,8269,35.35491103202847,2266,15.189008642602948,35.0,1273,4,2019,19,0,535,1221.0,88.0,79.99,6.05,2012.0,0
250.0,8261,33.04,2501,10.01,45.0,903,4,2019,79,5,1586,1217.0,402.0,232.7,25.89,2015.0,0
192.0,8256,43.0,2200,11.46,35.0,1272,6,2019,96,0,1732,1211.0,694.0,439.74660036166364,34.10363391141618,2015.0,4
325.0,8254,25.4,2323,7.15,80.0,84,4,2015,95,9,93,1206.0,515.0,170.07,7.99,2010.0,5
309.0,8251,26.7,2277,7.37,15.0,2282,4,2019,83,5,988,1205.0,803.0,439.74660036166364,34.10363391141618,2015.0,4
250.0,8244,32.98,1762,7.05,130.0,2411,6,2011,150,0,1546,1204.0,547.0,439.74660036166364,34.10363391141618,2013.0,4
140.0,8240,58.85,1443,10.31,95.0,2755,8,2013,137,9,1997,1204.0,306.0,439.74660036166364,34.10363391141618,2015.0,2
125.0,8229,65.83,2297,18.38,65.0,329,4,2021,99,3,784,1202.0,277.0,439.74660036166364,34.10363391141618,2015.0,4
199.99,8227,41.14,2180,10.9,35.0,1269,6,2018,96,0,478,1199.0,233.0,439.74660036166364,26.64,2012.0,2
431.0,8225,19.08,2571,5.96,15.0,2266,4,2019,84,5,546,1198.0,246.0,439.74660036166364,23.95,2012.0,2
441.50094560244025,8215,35.35491103202847,2143,15.189008642602948,45.0,896,4,2019,118,3,1589,1191.0,693.0,439.74660036166364,42.55,2013.0,2
